"nombre","simbolo","mercado","ultimo","compra","venta","horario_ampliado","horario_ampliado_%","apertura","anterior","maximo","minimo","var","%_var","vol","fecha_prox_resultados","hora","cap_mercado","ganancia","vol_promedio_3m","bpa","per","beta","dividendo","rendimiento","5_minutos","15_minutos","30_minutos","1_hora","5_horas","diario","semanal","mensual","diario","semanal","mensual","anual","1_anio","3_anios"
"Infraestructura Energetica Nova SAB","IENOVA","MX","70.52","70.51","70.52","--","--","70.50","74.07","71.18","70.25","-3.55","-4.79%","2,206,143","27.04.2020","13:30:31","108,410,000,000","30,340,000","1,717,841","5.54","14.88","0.76","2.62","2.94%","Compra","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-4.54%","-2.94%","-17.41%","-20.49%","-9.43%","-21.29%"
"Illumina Inc","ILMN.MX","MX","6,203.00","-","-","--","--","6,079.26","6,079.26","6,203.00","6,079.26","+0.00","+0.00%","-","28.04.2020","26/03","919,670,000,000","","682","-","-","-","-","-","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","18.38%","20.92%","2.83%","5.20%","85.16%"
"Inditex","ITXN.MX","MX","604.40","-","-","--","--","604.40","566.10","604.40","604.40","+0.00","+0.00%","-","10.06.2020","26/03","1.86T","","6,725","-","-","-","-","-","Compra","Compra fuerte","Compra fuerte","Neutral","Neutral","Neutral","Neutral","Compra","0.00%","6.77%","-0.20%","-12.40%","6.28%","-8.12%"
"Industrias Bachoco SAB de CV","BACHOCOB","MX","67.160","66.550","67.140","--","--","67.690","68.690","67.880","65.230","-1.530","-2.23%","51,152","23.04.2020","13:30:41","40,330,000,000","61,660,000,000","482,811","4.01","21.21","0.47","1.41","1.64%","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","Venta fuerte","Venta fuerte","-2.15%","9.95%","-4.60%","-17.46%","-11.43%","-20.02%"
"Industrias Ch B","ICHB.MX","MX","89.99","89.00","89.99","--","--","90.10","90.00","90.10","89.99","-0.01","-0.01%","3,307","03.06.2020","09:17:47","39,520,000,000","37,780,000,000","17,401","-2.01","-","0.1","-","4.36%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","Neutral","Compra fuerte","-0.01%","-3.01%","7.21%","-3.30%","7.95%","-21.32%"
"Intel Corporation","INTC.MX","MX","1,265.00","1,250.01","1,274.99","--","--","1,240.01","1,284.00","1,269.00","1,230.01","-19.00","-1.48%","1,546","23.04.2020","13:11:06","5.37T","","6,997","-","-","-","-","-","Neutral","Neutral","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","-1.48%","10.65%","18.70%","12.40%","23.58%","86.50%"
"Internacional  Ceramica B","CERAMICB.MX","MX","37.000","-","-","--","--","37.000","37.500","37.000","37.000","0.000","0.00%","-","24.04.2020","26/03","6,020,000,000","12,930,000,000","4,000","2.56","14.47","0.61","1.02","-","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","0.00%","-1.33%","-15.91%","-22.84%","-26.00%","-21.28%"
"International Paper Company","IP.MX","MX","719.99","-","-","--","--","719.99","676.00","719.99","719.99","+0.00","+0.00%","-","30.04.2020","26/03","283,630,000,000","","1,746","-","-","-","-","-","Venta","Neutral","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-2.18%","-9.83%","-17.33%","-20.21%","-23.98%"
"Johnson & Johnson","JNJ.MX","MX","2,913.00","2,913.01","2,949.50","--","--","2,850.00","2,847.00","2,913.00","2,850.00","+66.00","+2.32%","2,042","14.04.2020","13:11:05","7.67T","","3,270","-","-","-","-","-","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","Neutral","Compra fuerte","Compra fuerte","2.32%","-1.09%","11.55%","6.23%","8.04%","23.06%"
"JC Penney Company Inc Holding","JCP.MX","MX","9.40","9.10","12.50","--","--","10.00","10.50","10.00","9.40","0.00","0.00%","-","14.05.2020","26/03","2,900,000,000","","45,682","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-11.32%","-27.69%","-53.00%","-67.51%","-91.30%"
"JPMorgan Chase & Co","JPM.MX","MX","2,150.03","2,143.00","2,164.99","--","--","2,200.00","2,264.28","2,200.00","2,117.00","-114.25","-5.05%","18,696","14.04.2020","13:11:05","6.57T","","5,093","-","-","-","-","-","Compra","Venta","Venta fuerte","Venta fuerte","Neutral","Neutral","Venta fuerte","Neutral","-5.05%","4.62%","-4.27%","-17.94%","10.26%","27.45%"
"Kimberly-Clark de Mexico A","KIMBERA","MX","32.055","32.050","32.060","--","--","32.000","31.810","32.345","31.895","+0.245","+0.77%","5,450,005","23.04.2020","13:30:46","98,920,000,000","43,500,000,000","5,017,666","1.53","26.97","0.47","1.56","3.75%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.61%","-4.78%","-14.13%","-14.65%","-0.21%","-16.67%"
"KUO A","KUOA.MX","MX","49.000","-","-","--","--","49.000","50.800","49.000","49.000","0.000","0.00%","-","28.04.2020","26/03","21,580,000,000","27,800,000,000","7,042","4.99","10.02","0.63","0.44","1.54%","Venta","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta","Neutral","Neutral","0.00%","-3.54%","-5.77%","-6.67%","3.16%","28.95%"
"KUO B","KUOB.MX","MX","50.000","48.000","50.000","--","--","50.000","53.000","50.000","50.000","0.000","0.00%","-","28.04.2020","26/03","22,020,000,000","27,800,000,000","8,372","4.99","10.02","0.63","0.44","1.54%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","Venta","Compra fuerte","0.00%","-5.66%","-10.68%","-10.55%","11.61%","31.58%"
"La Comercial","LACOMERUBC.MX","MX","22.36","22.36","22.45","--","--","23.21","23.68","23.21","21.59","-1.32","-5.57%","287,088","22.04.2020","13:10:44","97,740,000,000","21,590,000,000","360,975","0.94","25.33","0.3","-","-","Compra fuerte","Compra","Venta fuerte","Venta fuerte","Neutral","Venta fuerte","Venta fuerte","Compra","-5.79%","2.25%","-4.41%","-4.62%","6.44%","50.13%"
"Lamosa","LAMOSA.MX","MX","26.470","26.000","26.470","--","--","26.480","26.480","26.480","26.000","-0.010","-0.04%","221,450","29.04.2020","13:04:09","9,740,000,000","31,120,000,000","201,047","3.8","6.97","0.3","0.77","3.13%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-1.81%","-1.89%","-5.97%","-10.81%","-24.20%","-32.47%"
"Las Vegas Sands Corp","LVS.MX","MX","999.00","999.00","1,000.00","--","--","1,035.00","1,145.00","1,040.00","999.00","-146.00","-12.75%","1,709","22.04.2020","13:06:08","764,210,000,000","","1,358","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-12.75%","-5.75%","-12.83%","-24.32%","-14.25%","-7.84%"
"Macquarie Mexico Real Estate Management SA de CV","FIBRAMQ12.MX","MX","20.140","20.130","20.140","--","--","19.140","19.450","20.940","19.000","+0.690","+3.55%","1,904,884","23.04.2020","13:11:01","15,360,000,000","3,660,000,000","1,165,913","0.69","28.21","0.92","1.28","10.17%","Venta fuerte","Venta","Neutral","Compra","Compra","Venta fuerte","Venta fuerte","Venta fuerte","3.55%","11.27%","-22.56%","-18.13%","-3.13%","-1.66%"
"Magna International Inc","MGAN.MX","MX","756.20","-","-","--","--","756.20","709.50","756.20","756.20","+0.00","+0.00%","-","07.05.2020","26/03","225,660,000,000","867,480,000","1,165","-","-","-","-","-","Compra","Neutral","Compra fuerte","Neutral","Venta","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","14.58%","-17.08%","-27.29%","-19.59%","-8.81%"
"Marathon Oil Corporation","MRO.MX","MX","87.00","85.00","94.00","--","--","89.29","88.85","89.29","87.00","0.00","0.00%","-","29.04.2020","26/03","66,690,000,000","","14,321","-","-","-","-","-","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-1.56%","-46.53%","-66.41%","-73.64%","-69.65%"
"Masco Corporation","MAS.MX","MX","797.20","-","-","--","--","797.20","749.49","797.20","797.20","+0.00","+0.00%","-","28.04.2020","26/03","227,150,000,000","","1,018","-","-","-","-","-","Compra","Compra","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Compra","0.00%","6.37%","-2.06%","-12.08%","5.83%","18.86%"
"Mastercard Inc","MA.MX","MX","5,855.01","5,855.01","5,940.00","--","--","5,878.28","5,966.11","5,878.28","5,751.00","-111.10","-1.86%","1,250","29.04.2020","13:11:03","5.90T","","1,700","-","-","-","-","-","Neutral","Compra","Neutral","Neutral","Compra fuerte","Compra fuerte","Neutral","Compra fuerte","-1.95%","13.59%","5.50%","5.12%","28.46%","174.60%"
"Maxcom Telecomunicaciones SAB de CV","MAXCOMA.MX","MX","2.200","-","-","--","--","2.200","2.300","2.200","2.200","-0.100","-4.35%","530","28.04.2020","12:29:05","635,880,000","1,350,000,000","19,630","-0.94","-","-0.09","-","-","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-4.35%","-4.35%","-8.33%","-12.00%","2.23%","-60.99%"
"Medica SUR B","MEDICAB.MX","MX","17.500","17.160","17.500","--","--","17.500","17.500","17.500","17.500","0.000","0.00%","303","03.06.2020","13:07:37","2,160,000,000","3,700,000,000","28,568","1.23","14.25","0.34","-","2.75%","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-2.72%","-12.76%","-18.57%","-37.50%","-54.66%"
"Megacable Cpo","MEGACPO","MX","61.650","61.280","61.650","--","--","63.090","65.850","63.600","59.010","-4.200","-6.38%","262,712","29.04.2020","13:30:52","106,570,000,000","21,600,000,000","1,058,880","6.28","11.16","0.24","-","2.8%","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-7.33%","-3.31%","-7.41%","-21.20%","-31.23%","-17.76%"
"MercadoLibre Inc","MELIN.MX","MX","10,932.56","11,001.00","12,300.00","--","--","11,784.51","12,070.00","11,784.51","10,870.00","0.00","0.00%","-","30.04.2020","26/03","556,600,000,000","","445","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Compra fuerte","0.00%","-9.42%","-8.11%","0.87%","17.86%","163.44%"
"Merck & Company Inc","MRK.MX","MX","1,682.00","1,664.00","1,716.00","--","--","1,682.00","1,669.00","1,682.00","1,682.00","+13.00","+0.78%","96","28.04.2020","13:11:01","4.29T","","5,906","-","-","-","-","-","Neutral","Neutral","Neutral","Compra","Neutral","Compra","Compra fuerte","Compra fuerte","0.78%","-1.23%","12.87%","-1.64%","5.19%","40.40%"
"MGM Resorts International","MGM.MX","MX","285.00","280.01","287.99","--","--","305.00","301.08","305.00","285.00","-16.08","-5.34%","360,281","29.04.2020","13:11:02","140,080,000,000","","135,055","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-5.34%","28.47%","-40.00%","-54.69%","-42.07%","-44.66%"
"Micron Technology Inc","MU.MX","MX","1,039.72","1,037.95","1,077.00","--","--","1,019.00","1,025.49","1,039.72","1,012.51","+14.23","+1.39%","65,112","23.06.2020","13:11:04","1.15T","431,180,000","25,860","-","-","-","-","-","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","1.39%","14.84%","2.88%","2.94%","36.54%","90.24%"
"Microsoft Corporation","MSFT.MX","MX","3,590.02","3,590.02","3,597.99","--","--","3,600.00","3,576.20","3,615.00","3,490.00","+13.82","+0.39%","51,394","23.04.2020","13:11:04","27.20T","","18,960","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.39%","6.32%","14.78%","20.27%","58.03%","187.20%"
"Minera Autlan B","AUTLANB.MX","MX","7.500","7.250","7.500","--","--","7.850","7.790","8.000","7.480","0.000","0.00%","-","--","26/03","2,520,000,000","11,800,000","26,139","-0.83","-","0.44","0.41","4.56%","Venta","Venta fuerte","Venta","Venta fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","4.17%","-15.25%","-18.83%","-29.78%","-57.01%"
"Minera Frisco","MFRISCOA1.MX","MX","1.770","1.770","1.800","--","--","1.800","1.850","1.810","1.750","-0.080","-4.32%","14,195","05.05.2020","13:10:07","4,710,000,000","9,510,000,000","98,661","-1.02","-","1.44","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-4.32%","5.99%","-30.04%","-43.09%","-59.77%","-86.28%"
"Moctezuma","CMOCTEZ.MX","MX","56.490","55.000","56.490","--","--","57.000","57.000","57.000","56.490","-0.510","-0.89%","221","29.04.2020","12:55:12","49,620,000,000","13,030,000,000","76,453","4.04","14.1","0.38","4.3","7.9%","Neutral","Neutral","Neutral","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-0.89%","-1.76%","-4.58%","-2.94%","-5.66%","-11.43%"
"Morgan Stanley","MS.MX","MX","804.800","792.000","816.000","--","--","804.800","825.000","804.800","804.800","-20.200","-2.45%","3,179","15.04.2020","13:10:34","1.28T","","9,734","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Compra fuerte","Compra","Neutral","Venta fuerte","Neutral","0.00%","11.79%","-4.82%","-14.39%","2.13%","3.77%"
"Nemak SAB de CV","NEMAKA","MX","4.24","4.24","4.25","--","--","4.23","4.40","4.36","4.21","-0.16","-3.64%","413,908","28.04.2020","13:29:40","13,040,000,000","139,050,000,000","1,469,017","0.86","8.66","0.48","0.86","12.9%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-3.41%","-2.30%","-36.19%","-46.54%","-62.69%","-79.62%"
"Netflix Inc","NFLX.MX","MX","8,550.95","8,525.00","8,600.00","--","--","8,398.43","8,406.75","8,600.00","8,385.00","+144.20","+1.72%","510","20.04.2020","13:11:04","3.75T","","4,407","-","-","-","-","-","Venta","Compra fuerte","Compra fuerte","Compra fuerte","Compra","Compra fuerte","Compra fuerte","Compra fuerte","1.72%","3.92%","20.74%","39.99%","24.42%","206.49%"
"Nike Inc","NKE.MX","MX","1,960.00","1,935.01","1,979.99","--","--","1,900.00","1,955.00","1,971.20","1,900.00","+5.00","+0.26%","4,992","25.06.2020","13:11:05","3.05T","908,030,000","4,072","-","-","-","-","-","Neutral","Compra fuerte","Compra fuerte","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.26%","16.88%","13.36%","2.60%","20.36%","82.67%"
"Nokia Corp ADR","NOKN.MX","MX","72.99","69.01","73.00","--","--","70.01","70.01","72.99","70.01","+2.98","+4.26%","33,914","30.04.2020","13:11:03","391,420,000,000","","28,282","-","-","-","-","-","Neutral","Neutral","Neutral","Venta","Neutral","Neutral","Venta","Venta fuerte","1.41%","8.40%","-7.66%","4.41%","-36.96%","-29.25%"
"Norwegian Cruise Line Holdings Ltd","NCLHN.MX","MX","296.00","296.00","320.00","--","--","361.03","360.08","361.03","289.77","-64.08","-17.80%","37,531","07.05.2020","13:10:33","60,300,000,000","","9,021","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-17.80%","43.52%","-58.87%","-72.75%","-72.52%","-68.64%"
"Novartis AG ADR","NVSN.MX","MX","1,832.35","-","-","--","--","1,818.90","1,774.00","1,832.35","1,818.90","+0.00","+0.00%","-","28.04.2020","26/03","4.22T","","1,861","-","-","-","-","-","Neutral","Compra","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","-2.53%","10.52%","1.91%","10.73%","29.36%"
"Novo Nordisk A/S","NVON.MX","MX","1,309.300","1,320.000","1,350.000","--","--","1,309.300","1,316.000","1,309.300","1,309.300","-6.700","-0.51%","5,640","06.05.2020","13:11:02","3.13T","","8,102","-","-","-","-","-","Compra","Compra","Compra","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","-0.51%","4.62%","15.41%","18.93%","29.27%","102.21%"
"NVIDIA Corporation","NVDA.MX","MX","6,030.00","5,940.01","6,071.99","--","--","5,951.05","5,840.00","6,080.00","5,896.01","+190.00","+3.25%","1,128","07.05.2020","13:11:01","3.70T","","5,930","-","-","-","-","-","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","3.25%","19.00%","17.36%","35.43%","75.29%","196.51%"
"Office Depot Inc","ODP.MX","MX","41.90","-","-","--","--","41.00","50.05","41.90","41.00","0.00","0.00%","-","12.05.2020","26/03","20,400,000,000","","20,815","-","-","-","-","-","Neutral","Compra","Neutral","Venta fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-16.28%","-16.28%","-4.77%","-41.81%","-59.14%"
"OMA B","OMAB","MX","81.030","81.030","81.400","--","--","77.770","80.010","83.065","76.980","+1.020","+1.27%","1,850,623","22.04.2020","13:31:02","32,490,000,000","8,530,000,000","1,288,494","8.34","18.14","1.31","4.06","2.42%","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","3.04%","9.80%","-36.23%","-41.87%","-22.00%","-18.31%"
"Orbia Advance Corporation SAB de CV","ORBIA","MX","28.045","28.040","28.050","--","--","27.100","28.610","29.190","27.060","-0.565","-1.97%","1,523,169","22.04.2020","13:31:01","58,440,000,000","153,720,000","4,064,950","2.22","19.19","1.08","2.08","5.2%","Venta","Compra","Venta","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","-1.63%","4.24%","-26.88%","-30.20%","-37.94%","-45.28%"
"PayPal Holdings Inc","PYPL.MX","MX","2,190.000","2,179.000","2,210.000","--","--","2,209.000","2,290.180","2,209.000","2,190.000","-100.180","-4.37%","219","22.04.2020","13:11:01","2.57T","","4,030","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","Compra","Compra fuerte","-4.37%","1.69%","5.41%","7.09%","8.71%","169.99%"
"Pena Verde SAB de CV","PV.MX","MX","10.180","-","-","--","--","10.180","10.180","10.180","10.180","0.00","0.00%","-","03.06.2020","28/02","4,850,000,000","12,840,000,000","1,461","0.93","10.89","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","-0.00%","-0.00%","-0.00%","-0.00%","0.99%"
"Peñoles","PEOLES","MX","161.96","161.97","162.00","--","--","179.00","188.72","179.11","157.25","-26.76","-14.18%","129,728","27.03.2020","13:31:01","66,470,000,000","171,980,000","342,938","2.67","68.98","1.53","10.52","4.1%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-14.17%","4.41%","-8.72%","-18.28%","-33.13%","-67.43%"
"PepsiCo Inc","PEP.MX","MX","2,868.00","2,840.00","2,880.00","--","--","2,802.00","2,693.00","2,880.00","2,794.67","+175.00","+6.50%","609","28.04.2020","13:10:44","3.98T","","752","-","-","-","-","-","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","6.50%","10.31%","11.32%","10.78%","21.93%","35.74%"
"Petroleo Brasileiro Petrobras SA ADR","PBRN.MX","MX","124.50","123.61","134.99","--","--","140.00","135.99","140.00","121.50","-11.49","-8.45%","91,369","29.04.2020","13:07:42","869,580,000,000","","20,523","-","-","-","-","-","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-9.55%","6.02%","-46.98%","-59.67%","-59.11%","-29.99%"
"Pfizer Inc","PFE.MX","MX","744.99","716.05","744.99","--","--","740.00","723.63","744.99","722.78","+21.36","+2.95%","33,164","28.04.2020","13:11:05","54,650,000,000","","8,436","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","Neutral","2.95%","4.19%","14.61%","1.08%","-8.86%","15.59%"
"PINFRA","PINFRA","MX","163.39","163.40","164.94","--","--","162.19","168.09","170.97","161.38","-4.70","-2.80%","578,357","03.06.2020","13:31:05","70,390,000,000","11,870,000,000","668,600","12","16.65","0.87","4.71","2.91%","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra","Venta fuerte","Venta fuerte","Venta fuerte","0.36%","7.27%","-12.19%","-12.83%","-11.68%","-16.68%"
"Polaris Industries Inc","PII.MX","MX","1,212.130","-","-","--","--","1,212.130","1,200.000","1,212.130","1,212.130","+0.000","+0.00%","-","28.04.2020","26/03","69,010,000,000","","2,271","-","-","-","-","-","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-31.13%","-30.14%","-35.68%","-48.83%","-22.84%"
"PPG Industries Inc","PPG.MX","MX","1,987.000","-","-","--","--","1,987.000","1,792.600","1,987.000","1,987.000","+0.000","+0.00%","-","16.04.2020","26/03","470,210,000,000","","554","-","-","-","-","-","Compra","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","0.00%","10.84%","-2.88%","-20.99%","-7.99%","1.12%"
"Procter & Gamble Company","PG.MX","MX","2,600.00","2,565.00","2,621.99","--","--","2,526.83","2,469.99","2,600.00","2,526.83","+130.01","+5.26%","4,132","22.04.2020","13:11:01","98,680,000,000","","1,070","-","-","-","-","-","Neutral","Compra","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","5.26%","1.56%","18.08%","11.30%","30.00%","51.16%"
"Prologis Inc","PLD.MX","MX","1,733.00","-","-","--","--","1,733.00","1,768.13","1,733.00","1,733.00","0.00","0.00%","-","21.04.2020","26/03","1.37T","","1,471","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra","Neutral","Compra fuerte","0.00%","6.25%","3.87%","4.44%","25.26%","74.90%"
"Prologis Property Mexico SA de CV","FIBRAPL14.MX","MX","36.340","36.090","36.550","--","--","34.380","35.150","37.990","32.170","+1.190","+3.39%","462,681","17.04.2020","13:11:05","31,550,000,000","3,820,000,000","648,338","3.34","10.53","0.67","2.36","8.81%","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra","Venta fuerte","Venta fuerte","Neutral","5.63%","12.14%","-10.70%","-11.34%","-0.80%","23.37%"
"Promotora y Operadora de Infraestructura SAB de CV","PINFRAL.MX","MX","125.00","125.00","126.96","--","--","125.00","124.49","125.00","125.00","+0.00","+0.00%","6,239","03.06.2020","13:08:40","70,070,000,000","11,870,000,000","21,433","10.53","15.97","0.88","4.71","3.46%","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","0.00%","-3.11%","-11.97%","-10.71%","1.01%","-16.22%"
"Prudential Financial Inc","PRU.MX","MX","1,255.00","-","-","--","--","1,262.00","1,085.10","1,262.00","1,255.00","+0.00","+0.00%","-","05.05.2020","26/03","501,450,000,000","","1,163","-","-","-","-","-","Venta","Venta fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","15.66%","-14.77%","-29.30%","-28.79%","-36.09%"
"Prudential Public Limited Company","PUKN.MX","MX","596.000","-","-","--","--","596.000","597.410","596.000","596.000","0.000","0.00%","-","16.04.2020","26/03","780,880,000,000","","9,666","-","-","-","-","-","Neutral","Compra fuerte","Compra fuerte","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","28.61%","-10.28%","-15.04%","-25.60%","-27.77%"
"Qualcomm Incorporated","QCOM.MX","MX","1,570.00","1,560.01","1,590.00","--","--","1,555.00","1,581.76","1,580.00","1,555.00","-11.76","-0.74%","102","29.04.2020","13:11:05","1.82T","","4,050","-","-","-","-","-","Compra","Compra fuerte","Compra fuerte","Neutral","Neutral","Compra","Neutral","Compra fuerte","-0.74%","0.64%","2.99%","-6.10%","43.38%","43.65%"
"Qualitas Controladora SAB de CV","Q.MX","MX","63.00","63.00","63.08","--","--","65.00","66.63","67.21","60.06","-3.63","-5.45%","169,538","28.04.2020","13:11:03","27,920,000,000","63,440,000,000","801,213","12.6","5.29","0.75","0.85","1.28%","Compra fuerte","Compra fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Compra","-6.95%","-9.62%","-26.43%","-21.91%","34.93%","104.76%"
"Rassini SAB de CV","RASSINICPO.MX","MX","82.490","-","-","--","--","82.490","82.490","82.490","82.490","0.00","0.00%","-","23.04.2020","04/02","13,250,000,000","14,900,000,000","130","7.92","10.41","0.24","-","2.86%","","","","","","","","","0.00%","0.00%","0.00%","0.00%","23.14%","4.08%"
"Royal Bank of Canada","RYN.MX","MX","1,484.25","-","-","--","--","1,484.25","1,376.00","1,484.25","1,484.25","+0.00","+0.00%","-","27.05.2020","26/03","294,250,000,000","763,070,000","819","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra","Neutral","Neutral","Venta","Neutral","0.00%","7.87%","-3.12%","-0.39%","1.48%","6.52%"
"Ross Stores Inc","ROST.MX","MX","1,940.86","1,935.00","1,980.00","--","--","1,960.11","1,960.11","1,940.86","1,940.86","-19.25","-0.98%","2,540","21.05.2020","13:11:04","726,140,000,000","","1,935","-","-","-","-","-","Neutral","Neutral","Compra","Neutral","Neutral","Neutral","Venta fuerte","Compra","-0.98%","19.36%","-10.61%","-10.83%","9.65%","57.17%"
"Rotoplas SA de CV","AGUA.MX","MX","15.31","15.31","15.60","--","--","16.48","16.78","16.48","15.00","-1.47","-8.76%","233,314","22.04.2020","13:10:28","7,190,000,000","10,050,000,000","805,786","0.57","29.22","0.31","0.38","2.26%","Compra","Venta","Venta","Venta fuerte","Neutral","Neutral","Venta","Venta fuerte","-7.27%","2.30%","4.85%","-3.11%","-21.85%","-28.43%"
"Royal Caribbean Cruises Ltd","RCL.MX","MX","820.00","804.02","820.00","--","--","898.00","919.73","898.00","774.00","-99.73","-10.84%","5,966","24.04.2020","13:08:47","168,540,000,000","","7,034","-","-","-","-","-","Venta fuerte","Neutral","Venta fuerte","Venta fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","-10.84%","43.80%","-48.10%","-67.56%","-63.66%","-56.18%"
"Royal Dutch Shell PLC ADR","RDSA.MX","MX","757.00","755.53","900.00","--","--","799.31","807.00","799.31","741.60","-50.00","-6.20%","801","30.04.2020","12:08:08","2.97T","","14,891","-","-","-","-","-","Neutral","Neutral","Venta","Venta fuerte","Neutral","Neutral","Venta fuerte","Venta fuerte","-6.20%","24.10%","-10.73%","-31.89%","-37.45%","-24.34%"
